0,N
branch volume(mm^3)	42.1094,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	20490.4,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	14.4401,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2285.63,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	5.80056,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1358.25,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	8.82425,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.180104,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	927.374,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	5.61588,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.106839,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.130203,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.387288,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.829636,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.15343,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.66774,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.341634,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.232841,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.298673,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.117331,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0181169,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10517_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	9480,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	77.37,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	27.2461,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.83967,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	5.1482,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	15.0286,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	13724.5,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	11870.8,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1853.77,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	22532.1,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	15.9317,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2556.89,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.16825,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1039.99,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	8.38555,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.212415,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1516.9,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.54615,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.117936,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.0963264,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.397059,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.815377,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.14117,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.652482,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.269843,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.180644,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.231809,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.0911084,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.014105,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10523_dwi.Frontal_Aslant_Tract_R.stat.txt	29
