0,N
mean length(mm)	96.5078,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	25.6799,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.7581,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	6.88833,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.0103,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	14878.1,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	14674.4,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	203.689,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	24859.9,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	16.458,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2250.37,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	5.85247,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	870.576,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	6.29979,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.143217,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1379.8,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	10.1582,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.234946,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.265162,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.444179,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.885198,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.31893,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.668334,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.584802,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.403244,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.517863,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.203729,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0317026,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10388_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	558,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	67.2028,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	8.56237,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	7.84862,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	11.6809,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	5.75322,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	1747.03,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	808.881,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	938.146,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	4478.23,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	12.9204,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	307.492,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	3.68687,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	173.332,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	6.9892,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.885375,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	134.161,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	5.93119,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.823775,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.193415,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.377321,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	1.11024,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.48387,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.923419,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.490613,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.329071,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.425003,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.168343,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0271579,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10429_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	7094,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	102.507,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	26.8972,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.81109,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	7.31419,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.0149,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	15813.3,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	8180.86,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	7632.47,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	31689.3,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	19.8392,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2142.65,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	7.02132,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	1320.06,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	11.4476,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.311879,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	822.591,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	8.39155,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.268937,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.0974082,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.40052,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.938312,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.33498,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.739977,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.235682,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.160218,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.205978,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.0811377,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0127141,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10438_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	6369,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	85.8506,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	26.4338,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.24776,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	5.78077,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.8511,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	14871.3,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	13121.3,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	1749.96,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	24286,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	19.0884,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2282.69,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	6.06325,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	1054.68,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	9.7992,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.28603,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1228.01,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	9.28915,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.22075,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.229644,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.434777,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.821388,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.20903,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.627564,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.582739,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.393677,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.50497,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.198368,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.030625,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	210,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	49.7556,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	6.29118,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	7.9088,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	7.33733,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	6.78116,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	1796.97,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	1634.41,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	162.56,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	4530.13,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	7.25909,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	149.829,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	4.2738,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	66.5907,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	3.3205,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.520169,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	83.2384,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	3.93859,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.585474,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.0822343,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.33067,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.973103,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.2857,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.816806,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.260144,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.169948,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.218738,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.0862835,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0136208,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	6555,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	95.542,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	23.2651,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	4.10667,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	7.33859,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	13.0191,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	12718.8,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	12188.1,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	530.768,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	21879,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	14.4142,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	1768.57,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	5.59888,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	547.415,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	5.86112,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.197149,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1221.16,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	8.55305,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.188201,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.131121,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.434553,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.890571,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.28796,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.691877,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.316462,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.215352,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.2768,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.109007,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0170583,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	8048,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	114.762,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	28.2057,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	4.06875,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	8.18934,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.0135,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	17700.4,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	14918.3,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	2782.12,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	28412.7,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	18.4394,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2602.91,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	5.62364,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	1582.51,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	8.17975,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.132826,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1020.4,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	10.2597,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.324074,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.231653,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.414955,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.809696,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.17332,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.627883,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.636985,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.424552,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.544469,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.213834,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0329708,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	5544,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	99.9863,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	30.4384,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.28487,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	6.91618,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.4569,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	16412.7,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	9814.29,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	6598.36,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	32038.9,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	20.3562,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2126.01,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	7.05527,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	799.089,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	9.56111,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.359394,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1326.92,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	10.7951,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.275903,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.139854,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.438426,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.899817,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.31301,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.693222,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.320229,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.219715,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.282453,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.111255,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0174272,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	6723,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	102.057,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	30.6553,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.32919,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	7.09877,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.3767,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	16567.4,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	13455.2,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	3112.14,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	33182.7,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	22.2743,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2477.57,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	7.19878,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	1165.34,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	10.6897,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.308055,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1312.23,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	11.5846,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.321293,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.290938,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.479185,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.819042,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.26034,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.598393,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.623046,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.431988,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.553958,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.217538,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0335224,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	507,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	64.8287,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	14.2805,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	4.53966,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
