0,N
volume(mm^3)	11938.3,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	7305.39,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	4632.95,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	23272.5,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	21.1278,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	2078.02,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	6.06914,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	1118.33,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	9.99046,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.280382,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	959.69,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	11.1374,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.406054,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.243543,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.468185,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.793617,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.22684,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.577003,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.550713,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.377042,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.483172,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.189584,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0290834,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10440_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
,sub-10448_dwi.Superior_Longitudinal_Fasciculus1_R.no_result.txt	0
number of tracts	5907,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	99.3132,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	34.039,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	2.91763,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	7.66115,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	12.9632,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	13107.6,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	8328.73,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	4778.86,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	27082.8,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	18.4894,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	1960.51,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	6.69613,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	789.296,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	10.0897,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.405198,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	1171.21,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	8.39972,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.189253,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.124859,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.458574,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.785998,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.18728,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.585358,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.294129,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.201389,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.258123,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.101304,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0155599,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10455_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	4793,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	100.541,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	28.2818,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	3.55496,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	8.30734,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	12.1026,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	11566.2,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	5654.33,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	5911.88,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	24928.4,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	20.2472,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	1672.6,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	6.52114,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	1120.29,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	8.9328,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.223766,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	552.311,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	11.3144,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.728167,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.232306,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.425053,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.777127,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.13722,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.597082,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.622014,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.418765,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.536683,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.210602,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0323257,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10460_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	1431,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	114.314,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	32.305,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	3.53858,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	14.92,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	7.66178,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	5270.46,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	3211.04,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	2059.42,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	13777.4,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	16.642,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	541.539,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	5.00713,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	152.767,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	8.47507,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	1.47709,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	388.772,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	8.16692,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.538979,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.13472,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.438713,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.852328,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.26372,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.646634,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.316062,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.216471,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.277826,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.109214,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0169244,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10471_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	6716,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	108.2,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	29.4247,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	3.67719,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	8.07283,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	13.403,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	15265.9,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	9822.13,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	5443.79,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	30002.1,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	20.966,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	2146.57,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	6.58522,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	1180.03,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	10.7331,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.306694,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	966.545,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	10.2329,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.340349,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.284889,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.463726,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.791477,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.19222,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.591104,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.624748,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.433682,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.555844,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.218141,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0335002,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10478_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_R.no_result.txt	0
number of tracts	7286,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	95.5535,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	25.8049,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	3.70292,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	6.69302,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	14.2766,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	15296.3,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	6716.85,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	8579.43,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	30857.9,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	25.394,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	2442.31,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	7.20022,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	1096.79,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	12.9001,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.476665,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	1345.52,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	12.4939,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.364462,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.170986,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.423508,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.881054,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.27108,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.686042,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.428884,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.289395,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.37177,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.146312,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0228148,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	94,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	141.198,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	20.6997,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	6.82124,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	49.8097,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	2.83475,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	891.14,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	825.529,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	65.6114,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	3861.28,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	3.94524,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	72.4664,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	3.07072,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	53.8601,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	2.6897,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.421977,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	18.6062,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	1.25554,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.266167,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.179037,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.438857,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.831435,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.22178,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.636264,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.419094,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.28612,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.367009,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.144173,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0222587,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	7438,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	113.616,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	26.5924,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	4.27249,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	9.37716,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	12.1162,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	13099.8,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	6123.41,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	6976.36,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	28468.5,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	21.3181,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	1759.76,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	6.58277,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	498.451,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	12.9181,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	1.05177,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	1261.31,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	8.4,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.175747,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.155137,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.425973,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.851051,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.2465,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.653324,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.360995,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.246949,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.316833,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.124495,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0192486,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
number of tracts	1134,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	0
mean length(mm)	113.752,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	1
span(mm)	40.677,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	2
curl	2.79648,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	3
elongation	16.8964,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	4
diameter(mm)	6.73233,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	5
volume(mm^3)	4049.3,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	6
trunk volume(mm^3)	3406.9,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	7
branch volume(mm^3)	642.404,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	8
total surface area(mm^2)	11017.8,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	9
total radius of end regions(mm)	14.1359,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	10
total area of end regions(mm^2)	405.42,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	11
irregularity	4.57953,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	12
area of end region 1(mm^2)	132.202,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	13
radius of end region 1(mm)	6.19978,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	14
irregularity of end region 1	0.913407,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	15
area of end region 2(mm^2)	273.218,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	16
radius of end region 2(mm)	7.93613,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	17
irregularity of end region 2	0.7242,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	18
qa	0.107219,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	19
dti_fa	0.494775,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	20
md	0.792445,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	21
ad	1.21979,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	22
rd	0.578774,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	23
iso	0.228341,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	24
rdi	0.15952,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	25
nrdi02L	0.204545,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	26
nrdi04L	0.0803173,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	27
nrdi06L	0.0123709,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	28
,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_R.stat.txt	29
