0,N
nrdi04L	0.0864514,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.013382,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	15703,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	144.986,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	30.6037,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.73752,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	9.73786,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.8889,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	25242.8,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	23755.3,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1487.52,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	44796,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	23.3224,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4668.2,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.60546,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	3114.09,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	13.8846,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.194485,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1554.11,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.43772,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.180054,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.274781,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.474242,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.7438,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.14785,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.541775,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.615907,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.425672,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.544936,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.213554,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0325371,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10440_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	2321,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	129.425,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	20.0546,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	6.4536,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	13.2902,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	9.73834,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	9639.98,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7796.99,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1843,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	21062.2,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.8066,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	843.156,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.31928,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	399.544,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	14.5441,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	1.66326,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	443.612,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	6.26248,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.277741,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.101718,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.427123,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.794012,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.14171,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.620165,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.255368,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.174705,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.22387,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.0878351,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0134698,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10448_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	6456,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	101.281,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	33.1217,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.05783,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	9.45528,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	10.7115,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	9126.84,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	8009.49,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1117.35,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	16696.6,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	12.3029,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1258.37,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	4.89892,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	479.845,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	7.00021,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.320827,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	778.524,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	5.30266,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.113466,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.135299,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.459408,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.767313,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.14262,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.579661,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.325015,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.222837,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.285573,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.112057,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0171953,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10455_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	9749,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	137.914,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	23.1638,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	5.95385,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	14.6593,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	9.40794,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	9587.1,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7546.29,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2040.81,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	19731.4,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	15.5461,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1721.57,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	4.84067,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1049.78,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.30546,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.259135,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	671.783,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	6.24062,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.182128,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.28878,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.486045,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.743534,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.16114,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.534728,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.628235,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.435909,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.558005,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.218657,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0332998,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10460_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	4379,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	119.106,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	27.7974,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.28479,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.3035,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	11.5598,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	12500.4,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	10411.7,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2088.79,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	24763.9,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	16.3059,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1642.24,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.72512,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	884.285,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.69407,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.268537,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	757.959,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.61184,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.240151,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.134775,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.434999,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.805138,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.17551,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.619953,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.336368,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.228686,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.293314,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.115213,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0177793,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10471_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	14802,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	126.95,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	26.3409,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.81949,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.38962,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.1318,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	22829.8,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	16530.2,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	6299.68,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	39658.7,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	23.2438,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3594.92,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.57152,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1431.7,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	14.7488,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.477324,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2163.22,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.49499,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.104803,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.2969,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.492433,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.741775,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15488,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.53522,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.634993,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.443134,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.567238,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.222268,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0338439,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10478_dwi.Arcuate_Fasciculus_R.stat.txt	29
,sub-10487_dwi.Arcuate_Fasciculus_R.no_result.txt	0
number of tracts	13514,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	129.876,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	26.0058,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.99413,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.85672,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.6641,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	21934.8,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	14075.1,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	7859.66,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	41354.8,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	21.3835,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3546.93,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.91177,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1029.22,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.9539,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.366253,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2517.72,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.4296,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.13573,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.19743,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.455229,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.816712,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.22418,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.612978,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.440702,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.303552,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.389167,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.152781,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0235093,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10492_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	11830,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	129.252,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	25.3801,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	5.09264,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.3579,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	12.4786,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	15807.5,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	13057.7,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2749.8,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	30845.2,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.0845,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2412.93,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.08742,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	914.643,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.73641,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.325609,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1498.29,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.34809,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.146126,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.166219,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.44453,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.843765,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.22891,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.65119,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.403419,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.275119,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.353121,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.138825,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0215233,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10506_dwi.Arcuate_Fasciculus_R.stat.txt	29
,sub-10517_dwi.Arcuate_Fasciculus_R.no_result.txt	0
number of tracts	10942,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	122.616,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	29.0992,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.21371,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	7.81408,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.6916,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	23712.2,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	20004.6,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3707.54,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	39969.1,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	21.4358,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3260.01,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.61243,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2179.87,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	14.395,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.298637,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1080.14,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.0408,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.144183,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.11086,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.486858,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.743833,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.14103,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.545233,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.25149,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.173763,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.222508,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.0872272,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0133144,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10523_dwi.Arcuate_Fasciculus_R.stat.txt	29
